interested_id,user_id,product_id
974,"[{""value"":945},{""value"":256}]",974
975,"[{""value"":566}]",975
976,"[{""value"":762},{""value"":205},{""value"":359}]",976
977,"[{""value"":275},{""value"":125},{""value"":635},{""value"":28}]",977
978,"[{""value"":461},{""value"":381},{""value"":940}]",978
979,"[{""value"":726},{""value"":891},{""value"":831},{""value"":714},{""value"":263}]",979
980,"[{""value"":499},{""value"":924},{""value"":166},{""value"":261}]",980
981,"[{""value"":744},{""value"":710},{""value"":833},{""value"":492},{""value"":489}]",981
982,"[{""value"":374}]",982
983,"[{""value"":574},{""value"":789}]",983
984,"[{""value"":758},{""value"":576}]",984
985,"[{""value"":301},{""value"":552}]",985
986,"[{""value"":566}]",986
987,"[{""value"":970}]",987
988,"[{""value"":64},{""value"":381}]",988
989,"[{""value"":476},{""value"":477},{""value"":742},{""value"":335}]",989
990,"[{""value"":290},{""value"":379},{""value"":840}]",990
991,"[{""value"":313},{""value"":869},{""value"":559}]",991
992,"[{""value"":568},{""value"":170}]",992
993,"[{""value"":905},{""value"":183},{""value"":274},{""value"":723}]",993
994,"[{""value"":534},{""value"":943},{""value"":257}]",994
995,"[{""value"":589},{""value"":680},{""value"":432},{""value"":236},{""value"":925}]",995
996,"[{""value"":234},{""value"":846},{""value"":506},{""value"":253}]",996
997,"[{""value"":633},{""value"":498}]",997
998,"[{""value"":202}]",998
999,"[{""value"":929},{""value"":982},{""value"":729},{""value"":687}]",999
1000,"[{""value"":2}]",1000
